iter	Passed	Remaining
698	4020	1731
699	4022	1724
700	4024	1716
701	4027	1709
702	4033	1704
703	4035	1696
704	4037	1689
705	4039	1682
706	4040	1674
707	4042	1667
708	4049	1661
709	4051	1654
710	4053	1647
711	4056	1640
712	4058	1633
713	4065	1628
714	4067	1621
715	4070	1614
716	4075	1608
717	4078	1601
718	4080	1594
719	4083	1588
720	4090	1582
721	4093	1576
722	4095	1569
723	4098	1562
724	4100	1555
725	4104	1549
726	4107	1542
727	4109	1535
728	4112	1528
729	4114	1521
730	4116	1514
731	4121	1509
732	4125	1502
733	4128	1496
734	4130	1489
735	4136	1483
736	4139	1477
737	4142	1470
738	4145	1464
739	4147	1457
740	4150	1450
741	4153	1444
742	4157	1438
743	4166	1433
744	4170	1427
745	4172	1420
746	4174	1413
747	4183	1409
748	4186	1402
749	4188	1396
750	4191	1389
751	4197	1384
752	4200	1377
753	4202	1371
754	4205	1364
755	4211	1359
756	4213	1352
757	4215	1345
758	4217	1339
759	4219	1332
760	4221	1325
761	4229	1320
762	4231	1314
763	4233	1307
764	4234	1300
765	4236	1294
766	4242	1288
767	4244	1282
768	4246	1275
769	4248	1269
770	4251	1262
771	4257	1257
772	4259	1250
773	4261	1244
774	4263	1237
775	4266	1231
776	4271	1225
777	4273	1219
778	4275	1213
779	4304	1214
780	4307	1207
781	4310	1201
782	4313	1195
783	4321	1190
784	4324	1184
785	4327	1178
786	4335	1173
787	4340	1167
788	4342	1161
789	4356	1158
790	4360	1152
791	4363	1145
792	4368	1140
793	4371	1134
794	4385	1130
795	4399	1127
796	4403	1121
797	4411	1116
798	4435	1115
799	4442	1110
800	4449	1105
801	4453	1099
802	4458	1093
803	4461	1087
804	4464	1081
805	4471	1076
806	4474	1070
807	4477	1063
808	4484	1058
809	4487	1052
810	4489	1046
811	4492	1040
812	4499	1034
813	4501	1028
814	4504	1022
815	4521	1019
816	4523	1013
817	4528	1007
818	4532	1001
819	4536	995
820	4539	989
821	4544	984
822	4547	977
823	4549	971
824	4552	965
825	4555	959
826	4570	956
827	4575	950
828	4578	944
829	4582	938
830	4586	932
831	4594	927
832	4598	921
833	4601	915
834	4609	910
835	4615	905
836	4617	899
837	4625	894
838	4627	888
839	4629	881
840	4632	875
841	4635	869
842	4640	864
843	4643	858
844	4645	852
845	4654	847
846	4668	843
847	4671	837
848	4674	831
849	4677	825
850	4685	820
851	4687	814
852	4689	808
853	4691	802
854	4699	796
855	4701	790
856	4704	784
857	4706	778
858	4756	780
859	4766	775
860	4768	769
861	4778	765
862	4782	759
863	4784	753
864	4791	747
865	4794	741
866	4796	735
867	4799	729
868	4806	724
869	4813	719
870	4815	713
871	4820	707
872	4823	701
873	4825	695
874	4828	689
875	4830	683
876	4841	679
877	4844	673
878	4850	667
879	4854	661
880	4856	656
881	4886	653
882	4911	650
883	4919	645
884	4921	639
885	4924	633
886	4927	627
887	4933	622
888	4937	616
889	4940	610
890	4947	605
891	4950	599
892	4953	593
893	4971	589
894	4977	583
895	4979	577
896	5015	575
897	5018	570
898	5029	565
899	5033	559
900	5035	553
901	5042	547
902	5045	541
903	5047	536
904	5051	530
905	5055	524
906	5058	518
907	5078	514
908	5081	508
909	5090	503
910	5093	497
911	5095	491
912	5105	486
913	5108	480
914	5111	474
915	5114	468
916	5120	463
917	5131	458
918	5140	453
919	5142	447
920	5146	441
921	5153	435
922	5155	430
923	5157	424
924	5159	418
925	5161	412
926	5169	407
927	5171	401
928	5174	395
929	5189	390
930	5193	384
931	5195	379
932	5201	373
933	5205	367
934	5209	362
935	5216	356
936	5219	350
937	5222	345
938	5225	339
939	5230	333
940	5234	328
941	5242	322
942	5247	317
943	5251	311
944	5259	306
945	5263	300
946	5266	294
947	5271	289
948	5274	283
949	5276	277
950	5279	272
951	5289	266
952	5293	261
953	5296	255
954	5304	249
955	5308	244
956	5310	238
957	5312	232
958	5314	227
959	5320	221
960	5323	216
961	5326	210
962	5332	204
963	5335	199
964	5338	193
965	5340	187
966	5415	184
967	5417	179
968	5420	173
969	5423	167
970	5431	162
971	5433	156
972	5436	150
973	5538	147
974	5546	142
975	5548	136
976	5551	130
977	5553	124
978	5555	119
979	5558	113
980	5561	107
981	5563	101
982	5565	96
983	5567	90
984	5573	84
985	5640	80
986	5642	74
987	5644	68
988	5647	62
989	5653	57
990	5656	51
991	5658	45
992	5660	39
993	5662	34
994	5670	28
995	5672	22
996	5674	17
997	5676	11
998	5761	5
999	5766	0
